city,cloud,country,date,humidity,lat,lng,maxtemp,windspeed
Hendrina,8,ZA,4/23/2020,37,-26.16,29.72,55.9,3.49
Vestmannaeyjar,100,IS,4/23/2020,91,63.44,-20.27,41.27,5.32
Lorengau,0,PG,4/23/2020,74,-2.02,147.27,82.62,1.9
Yangi Marg`ilon,100,UZ,4/23/2020,48,40.43,71.72,66.2,6.93
Aykhal,100,RU,4/23/2020,51,66,111.5,35.6,6.71
Hamilton,75,US,4/23/2020,52,39.18,-84.53,66.99,6.93
Srednekolymsk,100,RU,4/23/2020,97,67.45,153.68,25.02,0.98
Huarmey,33,PE,4/23/2020,60,-10.07,-78.15,76.44,9.44
Tegul'det,100,RU,4/23/2020,54,57.31,88.17,59.16,9.64
Phang Nga,20,TH,4/23/2020,94,8.45,98.53,78.8,4.7
Springdale,40,US,4/23/2020,60,36.19,-94.13,75.2,11.56
San Ramon,1,US,4/23/2020,28,37.78,-121.98,88,4.7
Marawi,75,PH,4/23/2020,88,8,124.29,78.01,5.99
Brae,100,GB,4/23/2020,81,60.4,-1.35,44.6,9.17
Evensk,0,RU,4/23/2020,91,61.95,159.23,25.63,7.31
Leningradskiy,0,RU,4/23/2020,93,69.38,178.42,21.43,5.64
Mpophomeni,83,ZA,4/23/2020,91,-29.57,30.19,66.99,2.64
Tautira,1,PF,4/23/2020,58,-17.73,-149.15,86,3.36
Sémbé,43,CG,4/23/2020,65,1.65,14.58,77.18,1.92
Susanville,40,US,4/23/2020,30,40.42,-120.65,69.8,6.93
Clyde River,75,CA,4/23/2020,85,70.47,-68.59,14,16.11
Charter Township of Clinton,90,US,4/23/2020,62,42.59,-82.92,55.99,9.17
Hohhot,0,CN,4/23/2020,19,40.81,111.65,44.6,15.66
Carupano,55,VE,4/23/2020,57,10.67,-63.26,85.69,12.48
Emerald,3,AU,4/23/2020,82,-23.53,148.17,64.4,4.7
Cidreira,68,BR,4/23/2020,79,-30.18,-50.21,70.68,14.99
Altay,0,CN,4/23/2020,23,47.87,88.12,54.14,8.19
New Norfolk,100,AU,4/23/2020,77,-42.78,147.06,57,4.07
Mogadishu,97,SO,4/23/2020,73,2.04,45.34,84.04,7.02
Ol'ga,79,RU,4/23/2020,79,43.74,135.29,37.13,5.53
Grand Gaube,100,MU,4/23/2020,90,-20.01,57.66,75.99,1.01
Jämsä,0,FI,4/23/2020,50,61.86,25.19,30.2,6.93
Kavaratti,100,IN,4/23/2020,62,10.57,72.64,85.17,4.12
Maïné Soroa,0,NE,4/23/2020,10,13.21,12.02,87.33,7.78
Tiébissou,75,CI,4/23/2020,83,7.16,-5.23,78.8,4.7
Eureka,20,US,4/23/2020,72,40.8,-124.16,66.99,17.22
Necochea,100,AR,4/23/2020,90,-38.55,-58.74,66.99,3
Makakilo City,90,US,4/23/2020,88,21.35,-158.09,78.8,6.93
Broken Hill,5,AU,4/23/2020,67,-31.95,141.43,60.8,10.29
Māgadi,40,IN,4/23/2020,83,12.97,77.23,77,9.17
Havøysund,75,NO,4/23/2020,74,71,24.66,33.8,33.33
Inyonga,50,TZ,4/23/2020,68,-6.72,32.07,64.98,2.57
Daru,99,PG,4/23/2020,82,-9.08,143.21,79.05,11.14
San Andrés,75,CO,4/23/2020,70,12.58,-81.7,86,10.29
Coquimbo,75,CL,4/23/2020,68,-29.95,-71.34,64.4,8.05
Fort Saint James,1,CA,4/23/2020,31,54.43,-124.25,55.29,6.15
Ipixuna,75,BR,4/23/2020,94,-1.76,-48.8,77,11.41
Sittwe,52,MM,4/23/2020,83,20.15,92.9,77.22,5.1
Gizo Government Station,47,SB,4/23/2020,78,-8.1,156.84,81.81,8.39
Teya,100,RU,4/23/2020,68,60.38,92.63,45.68,3.47
Beihai,100,CN,4/23/2020,86,21.48,109.1,61.57,15.17
Teguise,20,ES,4/23/2020,63,29.06,-13.56,66.2,10.29
Preobrazheniye,36,RU,4/23/2020,78,42.9,133.91,36.32,2.26
Mayo,90,US,4/23/2020,81,38.89,-76.51,55.99,6.93
Båtsfjord,90,NO,4/23/2020,100,70.63,29.72,28.4,50.55
Saýat,75,TM,4/23/2020,87,38.78,63.88,59,6.93
Russell,75,US,4/23/2020,53,32.35,-85.2,77,11.41
Half Moon Bay,20,US,4/23/2020,46,37.46,-122.43,82.99,18.34
Ségou,89,ML,4/23/2020,17,13.43,-6.22,95.83,8.81
Kibre Mengist,100,ET,4/23/2020,58,5.88,38.98,57.47,2.77
Mizhou,0,CN,4/23/2020,36,35.99,119.4,56.12,15.08
Serenje,20,ZM,4/23/2020,56,-13.23,30.24,57.33,2.73
Santiago del Estero,3,AR,4/23/2020,40,-27.8,-64.26,90.93,11.32
Petropavlivka,26,UA,4/23/2020,59,48.46,36.44,52,14.83
Mount Isa,0,AU,4/23/2020,27,-20.73,139.5,73.4,3.36
Louisville,75,US,4/23/2020,52,38.25,-85.76,70,6.93
Manbij,75,SY,4/23/2020,93,36.53,37.95,50,9.17
Aksarka,100,RU,4/23/2020,94,66.56,67.8,17.44,8.32
Esim,32,GH,4/23/2020,84,4.87,-2.24,81.14,9.93
Ancud,90,CL,4/23/2020,100,-41.87,-73.82,57,11.41
North Platte,40,US,4/23/2020,36,41.12,-100.77,64.4,16.11
Sitka,90,US,4/23/2020,93,57.05,-135.33,44.6,4.7
Blythe,1,US,4/23/2020,8,33.61,-114.6,96.8,13.87
Ucluelet,90,CA,4/23/2020,76,48.93,-125.55,53.6,11.41
Jumla,15,NP,4/23/2020,31,29.27,82.18,45.14,3.36
Ivanava,100,BY,4/23/2020,79,52.15,25.54,48.69,3.76
Dudinka,95,RU,4/23/2020,92,69.41,86.18,26.6,4.47
Papetoai,2,PF,4/23/2020,58,-17.5,-149.87,86,3.36
Gérardmer,100,FR,4/23/2020,48,48.07,6.88,62.6,5.82
Morris,90,US,4/23/2020,93,40.83,-74.53,51.8,4.7
Fond du Lac,90,US,4/23/2020,61,43.77,-88.44,51.01,5.82
Kenora,75,CA,4/23/2020,26,49.82,-94.43,60.8,11.41
Belmonte,40,BR,4/23/2020,65,-15.86,-38.88,77,9.17
Nemuro,89,JP,4/23/2020,80,43.32,145.57,38.3,10.13
Arlit,0,NE,4/23/2020,10,18.74,7.39,89.92,1.95
Porto-Novo,40,BJ,4/23/2020,83,6.5,2.6,84.2,11.41
Khabary,100,RU,4/23/2020,77,53.63,79.53,48.58,12.46
Ankazoabo,0,MG,4/23/2020,73,-22.28,44.52,68.9,2.21
Marabba,0,SD,4/23/2020,11,12.35,32.18,85.51,6.98
La Santisima Trinidad,75,BO,4/23/2020,83,-14.83,-64.9,82.4,3.36
Sinnai,14,IT,4/23/2020,87,39.3,9.2,61,6.93
Santiago de Cao,0,PE,4/23/2020,78,-7.96,-79.24,71.6,13.87
Bulgan,49,MN,4/23/2020,30,48.81,103.53,47.71,2.51
Nkhata Bay,62,MW,4/23/2020,58,-11.61,34.29,72.91,3.53
Grindavik,75,IS,4/23/2020,93,63.84,-22.43,42.8,11.41
Mogapi,0,BW,4/23/2020,43,-22.32,27.83,60.8,7.18
Hadejia,0,NG,4/23/2020,10,12.45,10.04,88.88,6.98
São João da Barra,1,BR,4/23/2020,61,-21.64,-41.05,77,6.93
Kalmunai,85,LK,4/23/2020,81,7.42,81.82,81.12,4.9
Øksfjord,75,NO,4/23/2020,64,70.24,22.35,33.8,28.86
Severodvinsk,75,RU,4/23/2020,68,64.56,39.83,30.2,11.18
Wasilla,90,US,4/23/2020,65,61.58,-149.44,48,6.93
Sangmélima,34,CM,4/23/2020,79,2.93,11.98,70.02,2.89
Bandarbeyla,76,SO,4/23/2020,75,9.49,50.81,83.28,9.35
Kongolo,97,CD,4/23/2020,77,-5.38,27,72.05,2.33
Kalāleh,87,IR,4/23/2020,100,37.38,55.49,53.6,4.7
Saint Anthony,75,US,4/23/2020,36,45.02,-93.22,66.99,4.7
Hambantota,84,LK,4/23/2020,81,6.12,81.12,81.3,13.31
Viedma,37,AR,4/23/2020,45,-40.81,-63,65.73,5.08
Chui,87,UY,4/23/2020,68,-33.7,-53.46,71.89,6.64
Riberalta,75,BO,4/23/2020,49,-10.98,-66.1,93.2,2.8
El Alto,23,PE,4/23/2020,48,-4.27,-81.21,87.8,13.87
Havelock,20,US,4/23/2020,54,34.88,-76.9,78.8,12.75
Menongue,0,AO,4/23/2020,43,-14.66,17.69,58.42,3.31
Batagay-Alyta,77,RU,4/23/2020,91,67.8,130.41,20.17,3.4
Sokoni,20,TZ,4/23/2020,88,-6.43,39.55,80.6,5.82
Kautokeino,39,NO,4/23/2020,90,69.01,23.04,24.31,19.51
Suibara,19,JP,4/23/2020,88,37.83,139.23,39.99,1.01
Vyshkov,98,RU,4/23/2020,78,52.48,31.69,50,6.71
Basarabeasca,33,MD,4/23/2020,33,46.33,28.97,57.2,8.05
Naze,40,JP,4/23/2020,55,28.37,129.48,60.8,5.82
Craig,90,US,4/23/2020,32,40.52,-107.55,53.6,9.17
Khovd,0,MN,4/23/2020,25,48.01,91.64,46.36,1.41
Suruç,75,TR,4/23/2020,100,36.98,38.42,48.2,5.82
Palana,0,RU,4/23/2020,91,59.12,159.97,25.41,14.09
Meulaboh,100,ID,4/23/2020,83,4.14,96.13,78.15,4.25
Te Anau,60,NZ,4/23/2020,71,-45.42,167.72,51.89,9.17
Kieta,45,PG,4/23/2020,74,-6.22,155.63,82.11,5.53
Moose Factory,1,CA,4/23/2020,49,51.26,-80.61,26.6,11.41
Saint George,1,US,4/23/2020,17,37.1,-113.58,73.4,5.82
Taree,0,AU,4/23/2020,93,-31.9,152.47,53.6,3.76
Nome,1,US,4/23/2020,55,64.5,-165.41,35.6,11.41
Boma,66,GH,4/23/2020,84,7.08,-2.17,75.97,3.06
Siocon,46,PH,4/23/2020,79,7.71,122.14,82.13,9.86
Seoul,1,KR,4/23/2020,46,37.57,126.98,53.6,5.82
Matagami,1,CA,4/23/2020,21,49.75,-77.63,37.4,10.29
Romans-sur-Isère,0,FR,4/23/2020,70,45.05,5.06,62.01,6.87
Vila Velha,0,BR,4/23/2020,69,-20.33,-40.29,75.99,12.75
Santa Maria,1,BR,4/23/2020,25,-29.68,-53.81,89.6,11.41
Jambi City,100,ID,4/23/2020,98,-1.6,103.62,73.85,2.3
Hudson Bay,100,CA,4/23/2020,82,52.85,-102.38,42.8,5.37
Nouadhibou,35,MR,4/23/2020,72,20.93,-17.03,68,21.92
Río Gallegos,40,AR,4/23/2020,49,-51.62,-69.22,46.4,13.87
Flinders,0,AU,4/23/2020,77,-34.58,150.86,57.99,6.58
Paso de Carrasco,75,UY,4/23/2020,82,-34.86,-56.05,70,9.17
General Roca,2,AR,4/23/2020,26,-39.03,-67.58,71.6,3.36
Mangalam,40,IN,4/23/2020,88,9.77,78.67,82.4,6.02
Diamantino,65,BR,4/23/2020,65,-14.41,-56.45,82.72,2.77
Gulābpura,0,IN,4/23/2020,22,25.9,74.67,82.31,9.44
Orissaare,7,EE,4/23/2020,86,58.56,23.08,41,8.05
Pacific Grove,1,US,4/23/2020,63,36.62,-121.92,81,9.17
Zhangye,0,CN,4/23/2020,19,38.93,100.45,43.36,6.17
Humberto de Campos,84,BR,4/23/2020,87,-2.6,-43.46,77.85,3.36
Yambio,82,SS,4/23/2020,70,4.57,28.4,71.15,5.5
Qasigiannguit,0,GL,4/23/2020,39,68.82,-51.19,48.2,5.82
Bahía Honda,44,CU,4/23/2020,53,22.9,-83.16,90.05,14.07
Las Vegas,1,US,4/23/2020,12,36.17,-115.14,82.99,10.29
Marabu,75,MY,4/23/2020,100,4.41,114.01,78.01,3.36
Bathsheba,40,BB,4/23/2020,58,13.22,-59.52,86,21.92
Puerto Carreño,20,CO,4/23/2020,34,6.19,-67.49,96.8,9.17
Sirte,0,LY,4/23/2020,73,31.21,16.59,63.32,5.5
Ucar,90,AZ,4/23/2020,87,40.52,47.65,44.6,4.81
Staryy Nadym,19,RU,4/23/2020,94,65.61,72.68,22.77,10.45
Mitú,48,CO,4/23/2020,60,1.2,-70.17,87.19,3.36
Kathmandu,75,NP,4/23/2020,93,27.72,85.32,59,1.34
Lima,0,PE,4/23/2020,60,-12.04,-77.03,75.2,13.87
Bondo,28,CD,4/23/2020,73,3.81,23.69,72.81,1.14
Karratha,7,AU,4/23/2020,69,-20.74,116.85,82.15,6.17
Kaeo,86,NZ,4/23/2020,93,-35.1,173.78,55,4
Yeppoon,0,AU,4/23/2020,82,-23.13,150.73,68,6.93
College,20,US,4/23/2020,37,64.86,-147.8,36,11.41
Quatre Cocos,75,MU,4/23/2020,100,-20.21,57.76,75.99,3.36
Rexburg,75,US,4/23/2020,40,43.83,-111.79,54,10.29
Benghazi,1,LY,4/23/2020,70,32.12,20.07,62.91,7.07
Buala,69,SB,4/23/2020,71,-8.14,159.59,83.35,6.93
Santa Isabel Rio Negro,100,BR,4/23/2020,89,-0.41,-65.02,81.21,2.51
Jinchang,0,CN,4/23/2020,18,38.5,102.17,44.56,8.1
Gharghoda,40,IN,4/23/2020,60,22.17,83.35,76.3,3.38
Piaçabuçu,75,BR,4/23/2020,85,-10.41,-36.43,78.35,8.1
Hualmay,6,PE,4/23/2020,62,-11.1,-77.61,74.3,8.88
Pueblo Nuevo,0,MX,4/23/2020,12,23.38,-105.38,82.35,9.53
Skibbereen,40,IE,4/23/2020,71,51.55,-9.27,53.6,2.24
Waingapu,3,ID,4/23/2020,78,-9.66,120.26,79.43,14.14
Maceió,75,BR,4/23/2020,78,-9.67,-35.74,80.6,8.05
Vostok,100,RU,4/23/2020,83,46.49,135.88,27.99,1.3
Ambunti,40,PG,4/23/2020,96,-4.24,142.84,73.44,0.67
Hirara,81,JP,4/23/2020,68,24.8,125.28,68.77,15.5
Gorom-Gorom,92,BF,4/23/2020,20,14.44,-0.24,96.85,6.71
Talnakh,99,RU,4/23/2020,92,69.49,88.4,26.6,4.47
Teseney,19,ER,4/23/2020,14,15.11,36.66,82.02,6.85
Basco,99,PH,4/23/2020,85,20.45,121.97,76.42,22.35
Kānt,6,IN,4/23/2020,25,27.8,79.8,81.55,4.85
Kenitra,75,MA,4/23/2020,88,34.26,-6.58,64.4,10.29
Sisimiut,9,GL,4/23/2020,65,66.94,-53.67,42.94,5.32
Gamba,84,GA,4/23/2020,88,-2.65,10,81.14,8.21
Chickasha,40,US,4/23/2020,64,35.05,-97.94,75,14.99
São Miguel do Araguaia,41,BR,4/23/2020,82,-13.28,-50.16,76.37,2.95
Codajás,92,BR,4/23/2020,89,-3.84,-62.06,81.3,1.1
Pedasí,4,PA,4/23/2020,70,7.53,-80.03,83.05,7.67
Newport,43,GB,4/23/2020,68,51.59,-3,61,4.36
Villaviciosa,100,ES,4/23/2020,90,43.48,-5.44,60.01,1.99
Zhezkazgan,100,KZ,4/23/2020,59,47.8,67.71,45.59,9.64
Palmer,90,US,4/23/2020,81,42.16,-72.33,46.4,8.05
Los Angeles,1,US,4/23/2020,33,34.05,-118.24,96.8,3.36
Shimoda,31,JP,4/23/2020,91,34.67,138.95,42.01,8.3
Harper,100,LR,4/23/2020,87,4.38,-7.72,79.7,11.83
Panzhihua,100,CN,4/23/2020,49,26.59,101.71,57.11,2.3
Majene,99,ID,4/23/2020,89,-3.54,118.97,76.71,4.72
Ahipara,79,NZ,4/23/2020,72,-35.17,173.17,62.37,7.63
Brigantine,90,US,4/23/2020,81,39.41,-74.36,53.01,13.87
San Patricio,65,MX,4/23/2020,49,19.22,-104.7,84.13,7.61
Dubbo,0,AU,4/23/2020,100,-32.25,148.62,46.4,6.93
Varkala,75,IN,4/23/2020,79,8.73,76.71,84.2,5.82
Burnie,100,AU,4/23/2020,92,-41.07,145.92,55,5.01
Wewak,43,PG,4/23/2020,85,-3.55,143.63,77.92,4.88
Fort Nelson,75,CA,4/23/2020,37,58.81,-122.7,55.4,6.93
Ust'-Omchug,71,RU,4/23/2020,88,61.15,149.63,18.07,5.37
Mankono,88,CI,4/23/2020,64,8.06,-6.19,80.6,3.38
Chernyshevskiy,39,RU,4/23/2020,94,63.01,112.47,26.29,4
Gudāri,19,IN,4/23/2020,81,19.35,83.78,78.03,3.65
Lata,99,PT,4/23/2020,89,40.16,-8.33,60.01,3.96
Prado,4,BR,4/23/2020,78,-17.34,-39.22,74.26,14.63
Shingū,0,JP,4/23/2020,52,33.73,135.98,46.62,5.68
Pāsighāt,85,IN,4/23/2020,79,28.07,95.33,63.59,2.37
Isiro,45,CD,4/23/2020,55,2.77,27.62,73,1.32
Champerico,75,GT,4/23/2020,53,14.3,-91.92,95,16.11
Mollendo,19,PE,4/23/2020,70,-17.02,-72.01,68.45,6.08
Roebourne,12,AU,4/23/2020,63,-20.78,117.13,82.69,6.58
Yumen,0,CN,4/23/2020,18,40.28,97.2,42.67,4.74
Mahibadhoo,98,MV,4/23/2020,74,3.78,72.97,82.87,9.26
Dogondoutchi,54,NE,4/23/2020,21,13.64,4.03,94.62,2.37
Nanortalik,100,GL,4/23/2020,70,60.14,-45.24,40.5,30.2
Puerto Escondido,40,MX,4/23/2020,79,15.85,-97.07,87.8,11.41
San Jerónimo,76,PE,4/23/2020,22,-11.95,-75.28,59.94,6.38
Promissão,77,BR,4/23/2020,64,-21.54,-49.86,75.92,5.55
Dryden,1,CA,4/23/2020,32,49.78,-92.75,55.4,10.29
Canutama,15,BR,4/23/2020,66,-6.53,-64.38,86.74,2.28
Yuncheng,0,CN,4/23/2020,34,35.02,110.99,49.19,3.2
Magadan,35,RU,4/23/2020,91,59.57,150.8,26.24,9.51
Iskateley,25,RU,4/23/2020,95,67.68,53.15,20.86,16.82
‘Ewa Beach,75,US,4/23/2020,61,21.32,-158.01,78.8,14.99
Ji’an,100,CN,4/23/2020,71,27.12,114.98,57.85,0.96
Carballo,75,ES,4/23/2020,93,43.21,-8.69,59,4.7
Mehamn,75,NO,4/23/2020,97,71.04,27.85,32,44.96
Kahului,75,US,4/23/2020,61,20.89,-156.47,80.6,18.34
Novoagansk,77,RU,4/23/2020,89,61.94,76.66,33.64,3.33
Noumea,100,NC,4/23/2020,72,-22.28,166.46,68,2.24
Paamiut,80,GL,4/23/2020,84,61.99,-49.67,35.56,6.17
Malatya Province,75,TR,4/23/2020,61,38.5,38,48.2,3.36
Boshnyakovo,81,RU,4/23/2020,95,49.63,142.17,27.82,4.74
Rabo de Peixe,20,PT,4/23/2020,82,37.8,-25.58,60.8,10.29
Vysokogornyy,80,RU,4/23/2020,91,50.12,139.15,19.44,1.95
Kapit,100,MY,4/23/2020,94,2.02,112.93,73.6,2.37
Zharkent,3,KZ,4/23/2020,20,44.16,80,66.65,5.86
Yuanping,0,CN,4/23/2020,27,38.72,112.76,49.3,3.47
Nikol'sk,100,RU,4/23/2020,78,53.72,46.07,38.28,11.83
Kununurra,30,AU,4/23/2020,88,-15.77,128.73,69.8,3
Arrondissement de Morlaix,90,FR,4/23/2020,93,48.58,-4,52,2.24
Jiayuguan City,0,CN,4/23/2020,19,39.82,98.3,42.64,5.88
Presidencia Roque Sáenz Peña,0,AR,4/23/2020,30,-26.79,-60.44,85.77,7.56
Pecos,1,US,4/23/2020,11,31.42,-103.49,89.6,16.11
Khani,98,GE,4/23/2020,53,41.96,42.96,51.8,27.51
Bariloche,75,AR,4/23/2020,54,-41.15,-71.31,55.4,13.87
Licata,0,IT,4/23/2020,93,37.11,13.95,55.4,3.36
Mēga,98,ET,4/23/2020,61,4.05,38.3,57.52,3.04
Mae Ramat,6,TH,4/23/2020,70,16.98,98.52,72.9,2.24
Cunha,20,BR,4/23/2020,50,-23.07,-44.96,78.8,6.93
Puerto López,73,CO,4/23/2020,45,4.08,-72.96,92.28,5.64
Yara,28,CU,4/23/2020,44,20.28,-76.95,91.29,5.61
Luba,20,GQ,4/23/2020,100,3.46,8.55,80.6,5.82
Manyana,61,BW,4/23/2020,25,-23.4,21.72,68.34,5.57
Sandnessjøen,75,NO,4/23/2020,80,66.02,12.63,39.2,9.17
Sheridan,40,US,4/23/2020,41,44.83,-106.92,57.2,27.51
Sai Buri,44,TH,4/23/2020,86,6.7,101.62,79.36,8.46
Lindi,20,TZ,4/23/2020,94,-10,39.72,75.2,11.41
Cururupu,94,BR,4/23/2020,85,-1.83,-44.87,78.69,2.75
Amalāpuram,11,IN,4/23/2020,86,16.58,82.02,81.55,5.88
Manokwari,88,ID,4/23/2020,70,-0.87,134.08,81.01,4.68
Banjar,40,ID,4/23/2020,94,-8.19,114.97,82.4,2.24
Monroe,90,US,4/23/2020,42,43.15,-77.68,44.6,12.75
Lasem,100,ID,4/23/2020,81,-6.69,111.45,79.39,6.33
Havre-St-Pierre,1,CA,4/23/2020,74,50.23,-63.6,33.8,20.8
Plavsk,92,RU,4/23/2020,83,53.71,37.29,43.12,6.08
Marsh Harbour,100,BS,4/23/2020,73,26.54,-77.06,81.95,13.18
Šakiai,100,LT,4/23/2020,76,54.95,23.04,50,1.12
Inírida,28,CO,4/23/2020,62,3.87,-67.92,87.93,0.72
Ambovombe,0,MG,4/23/2020,85,-25.17,46.08,70.02,10.16
Isangel,75,VU,4/23/2020,88,-19.55,169.27,73.4,15.68
